"","dw_mobilerecording_id","dw_mobilerecordingchunk_id","st_mobilerecordingchunk_id","dw_patient_id.y","st_patient_id.y","st_mobilerecording_id.y","chunk_number","frame_nr","pcm_LOGenergy_sma","pcm_zcr_sma","voiceprob_sma","f0_sma","f0env_sma","pcm_fftMag_fband0-250_sma","pcm_fftMag_fband0-650_sma","pcm_fftMag_spectralRollOff25_0_sma","pcm_fftMag_spectralRollOff50_0_sma","pcm_fftMag_spectralRollOff75_0_sma","pcm_fftMag_spectralRollOff90_0_sma","pcm_fftmag_spectralflux_sma","pcm_fftmag_spectralcentroid_sma","pcm_fftmag_spectralmaxpos_sma","pcm_fftmag_spectralminpos_sma","f0final_sma","voicingfinalunclipped_sma","jitterlocal_sma","jitterddp_sma","shimmerlocal_sma","loghnr_sma","audspec_lengthl1norm_sma","audspecrasta_lengthl1norm_sma","pcm_rmsenergy_sma","audSpec_Rfilt_sma_compare_0_","audSpec_Rfilt_sma_compare_1_","audSpec_Rfilt_sma_compare_2_","audSpec_Rfilt_sma_compare_3_","audSpec_Rfilt_sma_compare_4_","audSpec_Rfilt_sma_compare_5_","audSpec_Rfilt_sma_compare_6_","audSpec_Rfilt_sma_compare_7_","audSpec_Rfilt_sma_compare_8_","audSpec_Rfilt_sma_compare_9_","audSpec_Rfilt_sma_compare_10_","audSpec_Rfilt_sma_compare_11_","audSpec_Rfilt_sma_compare_12_","audSpec_Rfilt_sma_compare_13_","audSpec_Rfilt_sma_compare_14_","audSpec_Rfilt_sma_compare_15_","audSpec_Rfilt_sma_compare_16_","audSpec_Rfilt_sma_compare_17_","audSpec_Rfilt_sma_compare_18_","audSpec_Rfilt_sma_compare_19_","audSpec_Rfilt_sma_compare_20_","audSpec_Rfilt_sma_compare_21_","audSpec_Rfilt_sma_compare_22_","audSpec_Rfilt_sma_compare_23_","audSpec_Rfilt_sma_compare_24_","audSpec_Rfilt_sma_compare_25_","pcm_fftMag_fband250-650_sma_compare","pcm_fftMag_fband1000-4000_sma_compare","pcm_fftmag_spectralentropy_sma_compare","pcm_fftmag_spectralvariance_sma_compare","pcm_fftmag_spectralskewness_sma_compare","pcm_fftmag_spectralkurtosis_sma_compare","pcm_fftmag_psysharpness_sma_compare","pcm_fftmag_spectralharmonicity_sma_compare","loudness_sma3","alpharatio_sma3","hammarbergindex_sma3","slope0-500_sma3","slope500-1500_sma3","F0semitoneFrom27_5Hz_sma3nz","logRelF0-H1-H2_sma3nz","logRelF0-H1-A3_sma3nz","f1frequency_sma3nz","f1bandwidth_sma3nz","f1amplitudelogrelf0_sma3nz","f2frequency_sma3nz","f2amplitudelogrelf0_sma3nz","f3frequency_sma3nz","f3amplitudelogrelf0_sma3nz","pcm_fftMag_mfcc_0_","pcm_fftMag_mfcc_1_","pcm_fftMag_mfcc_2_","pcm_fftMag_mfcc_3_","pcm_fftMag_mfcc_4_","pcm_fftMag_mfcc_5_","pcm_fftMag_mfcc_6_","pcm_fftMag_mfcc_7_","pcm_fftMag_mfcc_8_","pcm_fftMag_mfcc_9_","pcm_fftMag_mfcc_10_","pcm_fftMag_mfcc_11_","pcm_fftMag_mfcc_12_","id","missing_mobilerecording_flag","etl_insert_date.y","etl_last_update_date.y","insert_job_id.y","update_job_id.y"
"11",21987,211089333,209089327,118,10,21987,1,89,-20.6574,0.185,0.203628,0,434.4078,0.000000001068808,0.00000000394598,1489.583,2125,2739.583,3406.25,0.0003073394,2173.951,2312.5,145.8333,0,0,0,0,0,-100,0.008691515,1.161867,0.00007549159,0.1229533,0.2181427,0.2980734,0.4529638,0.330022,0.1164404,0.09568643,0.2539614,0.8130936,0.9449361,0.774694,0.8500994,1.422833,1.467875,1.310328,2.113716,2.066034,1.950191,1.940858,1.941317,1.771895,1.839359,1.789893,1.883296,1.617296,1.822576,0.00000004250837,0.00000006346048,5.486486,635873,1.846856,6.266238,0.5218463,0.00000005108283,0.005695345,-14.81653,25.21941,-0.02818328,0.03936948,0,0,0,656.2589,1167.155,-201,1559.637,-201,2420.799,-201,-16.67904,-15.84217,-10.52986,-3.738637,10.33044,8.48734,-4.18615,-13.21328,-16.64123,10.42455,9.313587,17.16305,44.53626,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"12",21987,211089332,209089326,118,10,21987,1,88,-20.32612,0.1783333,0.2158898,0,434.4078,0.000000001314507,0.000000004728653,1562.5,2156.25,2822.917,3385.417,0.0005608035,2228.274,1979.167,156.25,0,0,0,0,0,-100,0.00866402,1.311752,0.00008049211,0.1300241,0.2405831,0.3058492,0.4921553,0.4010293,0.1579388,0.1351742,0.3369799,0.9045401,0.9169629,0.7540608,0.9724713,1.608847,1.807004,1.580904,2.411671,2.186177,2.199974,2.20616,2.279862,1.814182,1.901596,2.131408,2.174814,1.929468,2.125726,0.00000002198656,0.00000009306154,5.328079,765743,1.635158,4.941269,0.4859313,0.00000003686617,0.005760064,-16.6914,26.57525,-0.02410652,0.03187357,0,0,0,782.0145,1221.371,-201,1755.419,-201,2681.63,-201,-22.59794,-10.03835,3.621379,-5.495108,2.464418,-4.772081,3.106231,7.658609,13.58349,11.1176,-2.124359,0.969656,39.8012,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"13",21987,211089331,209089325,118,10,21987,1,87,-19.54419,0.1716667,0.2473425,140.7407,434.4078,0.000000002129735,0.0000002179696,1156.25,1864.583,2885.417,3468.75,0.0007482097,2049.377,1395.833,385.4167,0,0,0,0,0,-100,0.009400098,1.407405,0.00009017996,0.1263914,0.2379552,0.3224618,0.5315773,0.5229703,0.261268,0.2497436,0.5147975,1.081333,1.042912,0.8391249,1.118419,1.741488,1.973812,1.727311,2.402757,2.060857,2.261306,2.366648,2.400552,1.821838,1.917174,2.288262,2.277553,2.172232,2.331785,0.00000001738863,0.0000001347633,4.521258,789685,1.603848,4.675128,0.4369338,0.00000004656159,0.00595982,-15.44087,25.14977,-0.01800287,0.03224044,0,0,0,688.9661,1116.214,-201,1618.367,-201,2534.494,-201,-26.79288,-7.438385,14.5448,4.850979,-3.154919,5.457061,17.69393,8.009929,6.228532,4.371612,4.952271,1.500473,42.41215,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"14",21987,211089330,209089324,118,10,21987,1,86,-19.1251,0.1633333,0.4126739,288.8889,435.7617,0.000000001968548,0.0000005530466,802.0833,1281.25,2083.333,3072.917,0.0007547618,1574.436,791.6667,656.25,0,0,0,0,0,-100,0.01348006,1.357472,0.0001535348,0.1156947,0.2151482,0.3183819,0.512248,0.6031852,0.423107,0.4444692,0.7120768,1.129664,1.18014,0.9131539,1.143212,1.631481,1.82056,1.639841,2.054036,1.739858,2.066245,2.282635,2.21139,1.74207,1.802057,2.166437,2.083805,2.117576,2.2258,0.000001397809,0.0000003234184,4.546648,653078.4,2.169451,8.340988,0.5142994,0.0000003264772,0.006003278,-15.83931,25.74384,-0.02321583,0.03147313,0,0,0,832.6755,1091.579,-201,1825.692,-201,2700.711,-201,-24.58561,-11.45919,7.315251,6.530367,-4.817997,3.694465,13.7075,8.673452,8.644323,5.66047,5.810794,-4.997402,46.59511,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"15",21987,211089329,209089323,118,10,21987,1,85,-18.80273,0.135,0.6320776,437.037,436.4518,0.0000000015697,0.0000008884829,458.3333,750,1291.667,2052.083,0.0004729332,1041.359,447.9167,697.9167,0,0,0,0,0,-100,0.01444285,1.194568,0.0002367382,0.105253,0.1866729,0.2884659,0.4356216,0.6002652,0.5607443,0.6190792,0.814986,0.967762,1.188011,0.9537691,1.064543,1.378219,1.459098,1.369317,1.626694,1.430266,1.727542,1.944676,1.872683,1.606081,1.611383,1.862844,1.734132,1.800643,1.850016,0.000003567538,0.0000002920007,3.704107,373207.2,5.065118,53.51278,0.5145208,0.000001204795,0.006127473,-14.37115,24.10239,-0.02150063,0.03075882,0,0,0,675.3547,1206.152,-201,1634.966,-201,2536.126,-201,-14.80746,-10.94011,-22.40245,-19.50249,-25.64898,-10.67006,14.21117,26.15801,3.468688,-15.2266,7.566225,9.475177,57.54684,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"16",21987,211089328,209089322,118,10,21987,1,84,-19.01298,0.1166667,0.8404611,444.4444,436.2567,0.0000000006493948,0.0000009777501,437.5,447.9167,468.75,1062.5,0.000231817,668.2048,437.5,510.4167,0,0,0,0,0,-100,0.01454877,1.055306,0.0003102752,0.1044672,0.1809412,0.2635434,0.3724452,0.5608773,0.6315433,0.7131627,0.8266403,0.8156497,1.120015,0.9267712,0.9417448,1.169224,1.217469,1.113101,1.354006,1.250179,1.495261,1.597345,1.636449,1.526645,1.483799,1.641065,1.493564,1.502445,1.499607,0.000005804853,0.0000002412957,2.901143,125119.3,9.896804,174.3426,0.5249616,0.000002087365,0.00614683,-14.72159,24.43533,-0.02687128,0.03161621,0,0,0,571.0891,1309.461,-201,1600.626,-201,2590.132,-201,-14.92402,-11.52011,-25.08284,-32.95152,-24.10162,2.021033,23.36582,45.11674,15.282,-4.512923,8.429823,-13.25049,53.72787,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"17",21987,211089327,209089321,118,10,21987,1,83,-19.1027,0.11,0.8797693,440.2533,433.5275,0.0000000006297902,0.0000009325954,437.5,437.5,468.75,500,0.0001937799,593.3842,437.5,208.3333,0,0,0,0,0,-100,0.0113818,0.9887106,0.0003287283,0.1164486,0.1966001,0.2834025,0.3821043,0.532815,0.6236246,0.7082165,0.7780606,0.7742331,1.025872,0.8881443,0.8822215,1.110047,1.146264,0.9574234,1.262368,1.193766,1.377912,1.371277,1.571832,1.502773,1.441795,1.522953,1.39708,1.344619,1.314624,0.000006402527,0.00000003875307,2.142717,23979.94,12.66134,236.2283,0.4914228,0.000002614133,0.006377432,-12.38576,21.46722,-0.0119534,0.0321752,0,0,0,380.5704,1392.092,-201,1556.428,-201,2481.666,-201,-8.571639,-11.94536,-27.94604,-28.94982,-20.58363,0.1879575,30.49058,45.91399,39.13177,15.29076,-15.38358,-42.55135,42.57404,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"18",21987,211089326,209089320,118,10,21987,1,82,-19.22733,0.11,0.8625085,431.8708,431.2856,0.000000001088189,0.0000008144428,437.5,447.9167,468.75,718.75,0.0001889015,628.4161,437.5,156.25,0,0,0,0,0,-100,0.0109365,1.000429,0.0003146787,0.144186,0.2397804,0.3621508,0.4696117,0.5305395,0.5999765,0.6843503,0.753977,0.8583837,0.9941843,0.8437575,0.8845584,1.187175,1.208778,0.9052377,1.230908,1.180762,1.390225,1.322221,1.558186,1.540041,1.52804,1.541382,1.426969,1.351689,1.274092,0.000006206157,0.00000003074157,2.150255,18379.61,13.66335,270.3237,0.4909674,0.000002533511,0.006704686,-11.98555,21.10307,-0.001360957,0.03353612,0,0,0,390,1478.773,-201,1525.546,-201,2399.886,-201,-9.626372,-7.529979,-23.2871,-39.21875,-13.00217,-1.122282,40.44088,40.194,34.89615,8.267772,-13.83418,-33.38833,42.185,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"19",21987,211089325,209089319,118,10,21987,1,81,-19.32105,0.11,0.8570752,283.7227,431.0905,0.000000002311526,0.0000007318897,437.5,458.3333,468.75,968.75,0.0001977422,646.8154,437.5,750,0,0,0,0,0,-100,0.01092281,1.043584,0.000301036,0.1863642,0.3095663,0.4430328,0.5572752,0.5166023,0.577648,0.6679997,0.7498395,0.9305806,0.9999322,0.820762,0.9137751,1.260139,1.274587,0.9203377,1.219855,1.205719,1.434108,1.353932,1.536915,1.619635,1.716352,1.663123,1.53654,1.429353,1.289203,0.000005372991,0.00000003228273,2.288822,27038.13,10.44952,178.2077,0.4775297,0.000002220281,0.007288771,-9.48491,19.04579,0.01531288,0.03141529,0,0,0,417.9586,1411.968,-201,1567.196,-201,2359.671,-201,-8.330309,-10.20955,-23.31115,-33.72252,-22.88363,-8.610127,23.14533,44.26103,34.94775,14.90717,-18.25544,-25.90381,43.96559,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
"20",21987,211089324,209089318,118,10,21987,1,80,-19.36553,0.11,0.8318344,284.0153,432.0756,0.00000000383286,0.0000006770439,437.5,468.75,468.75,1572.917,0.0002289826,695.7696,447.9167,1000,0,0,0,0,0,-100,0.01098862,1.121529,0.0002905749,0.2213373,0.3784772,0.4901794,0.6145554,0.5144438,0.5676423,0.6648701,0.7680359,0.9686718,1.036654,0.8319294,0.9774802,1.360858,1.372887,1.017399,1.255558,1.26739,1.522177,1.458325,1.505141,1.755445,2.021041,1.899678,1.721757,1.614334,1.353489,0.000004841513,0.00000003310441,2.459134,32893.42,8.288175,136.7968,0.461376,0.000001997619,0.007850546,-8.921525,19.01749,0.01049353,0.02757312,0,0,0,416.1233,1347.058,-201,1422.023,-201,2335.385,-201,-5.974653,-4.332973,-23.22211,-26.79904,-10.12486,-2.681695,32.78246,43.63365,23.38786,1.395679,-14.57028,-27.58225,44.77859,"1c780575-04c8-4539-835e-5382e2ef8357",FALSE,2018-12-07 19:19:45,2018-12-07 19:19:45,0,0
